Publication Number,B60K6/48,Y02T10/6221,B60K6/387,B60K6/547,B60K6/365,B60K6/405,B60K2006/4825,Y02T10/6252
JP2008195251A,0,0,1,0,0,0,0,0
JP2014094610A,0,0,1,0,0,0,0,0
JP2014101931A,0,0,1,0,0,0,0,0
DE19926510B4,0,0,1,0,0,0,0,0
DE102017114468A1,0,0,1,0,0,0,0,0
DE102015200307B3,0,0,1,0,0,0,0,0
CN100354154C,0,0,1,0,0,0,0,0
JP3856985B2,0,0,1,0,0,0,0,0
DE102017116232A1,0,0,1,0,0,0,0,0
CN201291753Y,0,0,1,0,0,0,0,0
FR3053007B1,0,0,1,0,0,0,0,0
CN205311323U,0,0,1,0,0,0,0,0
JP4215957B2,0,0,1,0,0,0,0,0
JP5542204B2,0,0,1,0,0,0,0,0
WO2011158577A1,0,0,1,0,0,0,0,0
JP2016210359A,0,0,1,0,0,0,0,0
CN203418967U,0,0,1,0,0,0,0,0
FR3053007A1,0,0,1,0,0,0,0,0
DE19816450B4,0,0,1,0,0,0,0,0
CN106564362A,0,0,1,0,0,0,0,0
JP3371723B2,0,0,1,0,0,0,0,0
JP6176011B2,0,0,1,0,0,0,0,0
FR2984243B1,0,0,1,0,0,0,0,0
JP2003018708A,0,0,1,0,0,0,0,0
CN204526796U,0,0,1,0,0,0,0,0
JP2012112501A,0,0,1,0,0,0,0,0
JP4085570B2,0,0,1,0,0,0,0,0
JP5589785B2,0,0,1,0,0,0,0,0
IN1221MUM2015A,0,0,1,0,0,0,0,0
JP4566230B2,0,0,1,0,0,0,0,0
US10391850,0,0,1,0,0,0,0,0
JP1995277009A,0,0,1,0,0,0,0,0
JP4246317B2,0,0,1,0,0,0,0,0
JP2008155719A,0,0,1,0,0,0,0,0
CN101659203A,0,0,1,0,0,0,0,0
JP2008032163A,0,0,1,0,0,0,0,0
JP2014105826A,0,0,1,0,0,0,0,0
CN201296160Y,0,0,1,0,0,0,0,0
JP2017035962A,0,0,1,0,0,0,0,0
CN102079240B,0,0,1,0,0,0,0,0
DE102016202540B3,0,0,1,0,0,0,0,0
KR101655584B1,0,0,0,0,0,0,0,1
KR101664616B1,0,0,0,0,0,0,0,1
KR1020160069306A,0,0,0,0,0,0,0,1
DE102010031746B4,0,0,0,0,0,0,0,1
KR1020160072468A,0,0,0,0,0,0,0,1
KR1020160070861A,0,0,0,0,0,0,0,1
KR101664599B1,0,0,0,0,0,0,0,1
CN204895695U,0,0,0,0,0,0,0,1
KR101664600B1,0,0,0,0,0,0,0,1
KR101664593B1,0,0,0,0,0,0,0,1
KR1020160063546A,0,0,0,0,0,0,0,1
KR101655582B1,0,0,0,0,0,0,0,1
KR1020160063545A,0,0,0,0,0,0,0,1
KR101664595B1,0,0,0,0,0,0,0,1
US9045045,0,0,0,0,0,0,0,1
KR101664592B1,0,0,0,0,0,0,0,1
KR101664598B1,0,0,0,0,0,0,0,1
KR101664596B1,0,0,0,0,0,0,0,1
CN201264515Y,0,0,0,0,0,0,0,1
US20180222468A1,0,0,0,0,0,0,1,0
WO2018233939A1,0,0,0,0,0,0,1,0
EP3453923A1,0,0,0,0,0,0,1,0
DE102015224801A1,0,0,0,0,0,0,1,0
CN104265792B,0,0,0,0,0,0,1,0
DE102016211521A1,0,0,0,0,0,0,1,0
US20180297576A1,0,0,0,0,0,0,1,0
DE102016212217A1,0,0,0,0,0,0,1,0
DE102017202947A1,0,0,0,0,0,0,1,0
DE102016219676A1,0,0,0,0,0,0,1,0
WO2018114228A1,0,0,0,0,0,0,1,0
DE102017201909A1,0,0,0,0,0,0,1,0
US9656666,0,0,0,0,0,0,1,0
DE102016217244A1,0,0,0,0,0,0,1,0
US20190011044A1,0,0,0,0,0,0,1,0
DE102016213743A1,0,0,0,0,0,0,1,0
US20190211758A1,0,0,0,0,0,0,1,0
DE102016213744A1,0,0,0,0,0,0,1,0
US20190044410A1,0,0,0,0,0,0,1,0
DE102017122294A1,0,0,0,0,0,0,1,0
JP2017507639A,0,0,0,0,1,0,0,0
DE102015215986A1,0,0,0,0,1,0,0,0
CN110182036A,0,0,0,0,1,0,0,0
CN110103698A,0,0,0,0,1,0,0,0
DE112017004080T5,0,0,0,0,1,0,0,0
CN110091857A,0,0,0,0,1,0,0,0
IN255760B,0,0,0,0,1,0,0,0
JP3052820B2,0,0,0,0,1,0,0,0
CN206306823U,0,0,0,0,1,0,0,0
CN105128647B,0,0,0,0,1,0,0,0
JP2004100724A,0,0,0,0,1,0,0,0
CN205836513U,0,0,0,0,1,0,0,0
JP3341281B2,0,0,0,0,1,0,0,0
JP2014019354A,0,0,0,0,1,0,0,0
CN203305830U,0,0,0,0,1,0,0,0
CN206537137U,0,0,0,0,1,0,0,0
US9656654,0,0,0,0,1,0,0,0
JP2005138802A,0,0,0,0,1,0,0,0
JP2005088746A,0,0,0,0,1,0,0,0
CN108297858B,0,0,0,0,1,0,0,0
CN207931471U,0,0,0,0,1,0,0,0
JP2018149917A,0,0,0,0,1,0,0,0
JP5204047B2,0,0,0,0,1,0,0,0
CN101274589B,0,0,0,0,1,0,0,0
CN107791821A,0,0,0,0,1,0,0,0
CN107215202B,0,0,0,0,1,0,0,0
CN204567262U,0,0,0,0,1,0,0,0
CN106627117B,0,0,0,0,1,0,0,0
JP2015082888A,0,0,0,0,1,0,0,0
JP2013121836A,0,0,0,0,1,0,0,0
JP2002103999A,0,0,0,0,1,0,0,0
JP4134980B2,0,0,0,0,1,0,0,0
JP5997474B2,0,0,0,0,1,0,0,0
US10227021,0,0,0,0,1,0,0,0
JP2012233511A,0,0,0,0,1,0,0,0
CN209257867U,0,0,0,0,1,0,0,0
JP2014046860A,0,0,0,0,1,0,0,0
JP2012096647A,0,0,0,0,1,0,0,0
JP4238829B2,0,0,0,0,1,0,0,0
JP5709026B2,0,0,0,0,1,0,0,0
JP2014080135A,0,0,0,0,1,0,0,0
JP2006144641A,0,0,0,0,1,0,0,0
CN207328113U,0,0,0,0,1,0,0,0
JP2005067319A,0,0,0,0,1,0,0,0
CN100504111C,0,0,0,0,1,0,0,0
US9482321,0,0,0,0,1,0,0,0
CN107627832A,0,0,0,0,1,0,0,0
CN209096467U,0,0,0,0,1,0,0,0
EP1857315A3,0,0,0,0,1,0,0,0
CN105034799A,0,0,0,0,1,0,0,0
CN201587317U,0,0,0,0,1,0,0,0
CN206718950U,0,0,0,0,1,0,0,0
IN269837B,0,0,0,0,1,0,0,0
CN106494215B,0,0,0,0,1,0,0,0
CN207889519U,0,0,0,0,1,0,0,0
CN202641354U,0,0,0,0,1,0,0,0
JP4400621B2,0,0,0,0,1,0,0,0
JP2012017825A,0,0,0,0,1,0,0,0
CN106394226B,0,0,0,0,1,0,0,0
JP2016130115A,0,0,0,0,1,0,0,0
JP4127123B2,0,0,0,0,1,0,0,0
JP2017193322A,0,0,0,0,1,0,0,0
JP2009154724A,0,0,0,0,1,0,0,0
JP3656677B2,0,0,0,0,1,0,0,0
CN206551859U,0,0,0,0,1,0,0,0
JP3879733B2,0,0,0,0,1,0,0,0
JP3786131B2,0,0,0,0,1,0,0,0
JP2012153165A,0,0,0,0,1,0,0,0
CN105691195B,0,0,0,0,1,0,0,0
JP2015206315A,0,0,0,0,1,0,0,0
CN204279032U,0,0,0,0,1,0,0,0
JP2006046445A,0,0,0,0,1,0,0,0
CN102248882A,0,0,0,0,1,0,0,0
CN104074937B,0,0,0,0,1,0,0,0
CN207670178U,0,0,0,0,1,0,0,0
CN104760495B,0,0,0,0,1,0,0,0
DE102018201747A1,0,0,0,0,1,0,0,0
JP2012179947A,0,0,0,0,1,0,0,0
IN2460CHENP2013A,0,0,0,0,1,0,0,0
CN101468593B,0,0,0,0,1,0,0,0
JP2009107491A,0,0,0,0,1,0,0,0
WO2015008395A1,0,0,0,0,1,0,0,0
JP2011226494A,0,0,0,0,1,0,0,0
JP5867179B2,0,0,0,0,1,0,0,0
IN315111B,0,0,0,0,1,0,0,0
JP2013133020A,0,0,0,0,1,0,0,0
JP4193794B2,0,0,0,0,1,0,0,0
CN206938434U,0,0,0,0,1,0,0,0
CN105644344B,0,0,0,0,1,0,0,0
JP6459803B2,0,0,0,0,1,0,0,0
JP2007030643A,0,0,0,0,1,0,0,0
CN103448529B,0,0,0,0,1,0,0,0
JP6558318B2,0,0,0,0,1,0,0,0
CN105398324B,0,0,0,0,1,0,0,0
JP3337026B2,0,0,0,0,1,0,0,0
JP2016002992A,0,0,0,0,1,0,0,0
JP3884423B2,0,0,0,0,1,0,0,0
CN100544990C,0,0,0,0,1,0,0,0
CN208232802U,0,0,0,0,1,0,0,0
CN106560336B,0,0,0,0,1,0,0,0
CN101254743B,0,0,0,0,1,0,0,0
JP5853397B2,0,0,0,0,1,0,0,0
FR3017568B1,0,0,0,0,1,0,0,0
JP6217663B2,0,0,0,0,1,0,0,0
JP5239580B2,0,0,0,0,1,0,0,0
CN202753756U,0,0,0,0,1,0,0,0
CN208881575U,0,0,0,0,1,0,0,0
CN207916554U,0,0,0,0,1,0,0,0
JP2012121494A,0,0,0,0,1,0,0,0
CN206394422U,0,0,0,0,1,0,0,0
CN101208230B,0,0,0,0,1,0,0,0
CN206351629U,0,0,0,0,1,0,0,0
US9227504,0,0,0,0,1,0,0,0
CN206231218U,0,0,0,0,1,0,0,0
JP2008131686A,0,0,0,0,1,0,0,0
CN206277936U,0,0,0,0,1,0,0,0
CN203093717U,0,0,0,0,1,0,0,0
CN102059940A,0,0,0,0,1,0,0,0
WO2019159625A1,0,0,0,0,1,0,0,0
CN203267764U,0,0,0,0,1,0,0,0
JP2014184915A,0,0,0,0,1,0,0,0
CN103978882B,0,0,0,0,1,0,0,0
JP2012091759A,0,0,0,0,1,0,0,0
CN202368344U,0,0,0,0,1,0,0,0
JP2011240757A,0,0,0,0,1,0,0,0
CN203254955U,0,0,0,0,1,0,0,0
DE102016207481A1,0,0,0,0,1,0,0,0
JP2017185850A,0,0,0,0,1,0,0,0
CN103802653B,0,0,0,0,1,0,0,0
JP2016175632A,0,0,0,0,1,0,0,0
CN104648114A,0,0,0,0,1,0,0,0
CN104290591B,0,0,0,0,1,0,0,0
CN206644631U,0,0,0,0,1,0,0,0
EP2623356A4,0,0,0,0,1,0,0,0
RU2435086C1,0,0,0,0,1,0,0,0
DE102012010171B4,0,0,0,0,1,0,0,0
CN106627095B,0,0,0,0,1,0,0,0
CN205130907U,0,0,0,0,1,0,0,0
JP2010269626A,0,0,0,0,1,0,0,0
CN109774453A,0,0,0,0,1,0,0,0
CN105966227B,0,0,0,0,1,0,0,0
JP2016193663A,0,0,0,0,1,0,0,0
JP2010052518A,0,0,0,0,1,0,0,0
JP2010000935A,0,0,0,0,1,0,0,0
JP2010241390A,0,0,0,0,1,0,0,0
CN203920395U,0,0,0,0,1,0,0,0
JP2006232162A,0,0,0,0,1,0,0,0
JP4124208B2,0,0,0,0,1,0,0,0
CN206306824U,0,0,0,0,1,0,0,0
CN103158526B,0,0,0,0,1,0,0,0
JP4055535B2,0,0,0,0,1,0,0,0
FR3070192B1,0,0,0,0,0,0,1,0
WO2019034816A1,0,0,0,0,0,0,1,0
DE102016216690A1,0,0,0,0,0,0,1,0
US9327614,0,0,0,0,0,0,1,0
DE102016216692A1,0,0,0,0,0,0,1,0
US20160107633A1,0,0,0,0,0,0,1,0
CN209409791U,0,0,0,0,1,0,0,0
JP2019156135A,0,0,0,0,1,0,0,0
CN109941092A,0,0,0,0,1,0,0,0
CN109849644A,0,0,0,0,1,0,0,0
CN208947082U,0,0,0,0,1,0,0,0
CN209008381U,0,0,0,0,1,0,0,0
CN109835163A,0,0,0,0,1,0,0,0
CN109915555A,0,0,0,0,1,0,0,0
CN109895613A,0,0,0,0,1,0,0,0
CN208962861U,0,0,0,0,1,0,0,0
CN209008385U,0,0,0,0,1,0,0,0
CN109849640A,0,0,0,0,1,0,0,0
CN206317685U,0,0,0,0,1,0,0,0
CN209398815U,0,0,0,0,1,0,0,0
CN106314123A,0,0,0,0,1,0,0,0
DE102011105632A1,0,0,0,0,1,0,0,0
JP2016511190A,0,0,0,0,1,0,0,0
JP2013216219A,0,0,0,0,1,0,0,0
JP2007118809A,0,0,0,0,1,0,0,0
JP4019999B2,0,0,0,0,1,0,0,0
CN208698480U,0,0,0,0,1,0,0,0
CN107539114A,0,0,0,0,1,0,0,0
CN206551856U,0,0,0,0,1,0,0,0
CN110014817A,0,0,0,0,1,0,0,0
JP2015174559A,0,0,0,0,1,0,0,0
EP2516191B1,0,0,0,0,1,0,0,0
US8160773,0,0,0,0,1,0,0,0
JP2010156415A,0,0,0,0,1,0,0,0
CN104960407B,0,0,0,0,1,0,0,0
JP2018158630A,0,0,0,0,1,0,0,0
CN204774601U,0,0,0,0,1,0,0,0
CN208698482U,0,0,0,0,1,0,0,0
CN105882381B,0,0,0,0,1,0,0,0
DE112011102075B4,0,0,0,0,1,0,0,0
JP1999332022A,0,0,0,0,1,0,0,0
JP2016215834A,0,0,0,0,1,0,0,0
JP4147687B2,0,0,0,0,1,0,0,0
CN207825920U,0,0,0,0,1,0,0,0
JPWO2013140537A1,0,0,0,0,1,0,0,0
JP2014037190A,0,0,0,0,1,0,0,0
CN104827882B,0,0,0,0,1,0,0,0
JP2009035028A,0,0,0,0,1,0,0,0
CN203305831U,0,0,0,0,1,0,0,0
JP2009126329A,0,0,0,0,1,0,0,0
DE112011102054B4,0,0,0,0,1,0,0,0
JP2006044638A,0,0,0,0,1,0,0,0
CN206327146U,0,0,0,0,1,0,0,0
JP2007216746A,0,0,0,0,1,0,0,0
CN202753759U,0,0,0,0,1,0,0,0
JP2018020704A,0,0,0,0,1,0,0,0
JP3988277B2,0,0,0,0,1,0,0,0
JP5607434B2,0,0,0,0,1,0,0,0
JP4696885B2,0,0,0,0,1,0,0,0
CN207942888U,0,0,0,0,1,0,0,0
CN204172677U,0,0,0,0,1,0,0,0
CN207328115U,0,0,0,0,1,0,0,0
KR101976620B1,0,0,0,0,1,0,0,0
JP3841078B2,0,0,0,0,1,0,0,0
CN2657969Y,0,0,0,0,1,0,0,0
CN107599823A,0,0,0,0,1,0,0,0
CN206579474U,0,0,0,0,1,0,0,0
JP3875698B2,0,0,0,0,1,0,0,0
EP3158228A4,0,0,0,0,1,0,0,0
JP5997452B2,0,0,0,0,1,0,0,0
CN208359906U,0,0,0,0,1,0,0,0
JP2006347237A,0,0,0,0,1,0,0,0
JP2015098217A,0,0,0,0,1,0,0,0
CN206884714U,0,0,0,0,1,0,0,0
CN106427529B,0,0,0,0,1,0,0,0
JP6018082B2,0,0,0,0,1,0,0,0
JP2006022833A,0,0,0,0,1,0,0,0
JP2004278665A,0,0,0,0,1,0,0,0
CN104742719B,0,0,0,0,1,0,0,0
CN201120841Y,0,0,0,0,1,0,0,0
JP2015107765A,0,0,0,0,1,0,0,0
AU2002340228A1,0,0,0,0,1,0,0,0
US10035501,0,0,0,0,1,0,0,0
CN206031049U,0,0,0,0,1,0,0,0
CN106585619B,0,0,0,0,1,0,0,0
CN206141308U,0,0,0,0,1,0,0,0
EP2416001A1,0,0,0,0,1,0,0,0
JP3474749B2,0,0,0,0,1,0,0,0
JP2010275993A,0,0,0,0,1,0,0,0
IN2608MUM2015A,0,0,0,0,1,0,0,0
JP5494438B2,0,0,0,0,1,0,0,0
CN206106917U,0,0,0,0,1,0,0,0
FR3077537A1,0,0,0,0,1,0,0,0
CN202174929U,0,0,0,0,1,0,0,0
CN109955708A,0,0,0,0,1,0,0,0
CN206884721U,0,0,0,0,1,0,0,0
CN207825921U,0,0,0,0,1,0,0,0
CN206086349U,0,0,0,0,1,0,0,0
DE102014118234A8,0,0,0,0,1,0,0,0
JP5742855B2,0,0,0,0,1,0,0,0
JP2009108996A,0,0,0,0,1,0,0,0
CN206568873U,0,0,0,0,1,0,0,0
CN106347098B,0,0,0,0,1,0,0,0
JP5747779B2,0,0,0,0,1,0,0,0
CN208630350U,0,0,0,0,1,0,0,0
JP6322662B2,0,0,0,0,1,0,0,0
CN206277937U,0,0,0,0,1,0,0,0
DE102018202584A1,0,0,0,0,1,0,0,0
JP5056450B2,0,0,0,0,1,0,0,0
CN105774521B,0,0,0,0,1,0,0,0
CN106882032B,0,0,0,0,1,0,0,0
KR100774382B1,0,0,0,0,1,0,0,0
JP2008012992A,0,0,0,0,1,0,0,0
JP3219016B2,0,0,0,0,1,0,0,0
CN206493834U,0,0,0,0,1,0,0,0
JP2015229389A,0,0,0,0,1,0,0,0
WO2015086355A1,0,0,0,0,1,0,0,0
JP4088574B2,0,0,0,0,1,0,0,0
JP4912266B2,0,0,0,0,1,0,0,0
CN106476609B,0,0,0,0,1,0,0,0
CN107901748A,0,0,0,0,1,0,0,0
CN207241413U,0,0,0,0,1,0,0,0
CN106476606B,0,0,0,0,1,0,0,0
JP3900134B2,0,0,0,0,1,0,0,0
CN204845513U,0,0,0,0,1,0,0,0
CN109823157A,0,0,0,0,1,0,0,0
CN207000452U,0,0,0,0,1,0,0,0
CN202294233U,0,0,0,0,1,0,0,0
JP2011133110A,0,0,0,0,1,0,0,0
JP3875934B2,0,0,0,0,1,0,0,0
CN207549938U,0,0,0,0,1,0,0,0
JP2007216714A,0,0,0,0,1,0,0,0
JP2001082198A,0,0,0,0,1,0,0,0
JP2012111460A,0,0,0,0,1,0,0,0
CN107585016A,0,0,0,0,1,0,0,0
JPWO2013140545A1,0,0,0,0,1,0,0,0
JPWO2013145098A1,0,0,0,0,1,0,0,0
JP4333618B2,0,0,0,0,1,0,0,0
CN205736911U,0,0,0,0,1,0,0,0
JP2013224078A,0,0,0,0,1,0,0,0
JP3958881B2,0,0,0,0,1,0,0,0
CN205498608U,0,0,0,0,1,0,0,0
CN106476607B,0,0,0,0,1,0,0,0
DE102016207482A1,0,0,0,0,1,0,0,0
CN102602277B,0,0,0,0,1,0,0,0
CN208359909U,0,0,0,0,1,0,0,0
JP4475245B2,0,0,0,0,1,0,0,0
JP2009030685A,0,0,0,0,1,0,0,0
JP3903625B2,0,0,0,0,1,0,0,0
JP6304083B2,0,0,0,0,1,0,0,0
JP4135032B2,0,0,0,0,1,0,0,0
JP2017159722A,0,0,0,0,1,0,0,0
CN104709068B,0,0,0,0,1,0,0,0
CN104175857B,0,0,0,0,1,0,0,0
CN208855416U,0,0,0,0,1,0,0,0
JP2011183880A,0,0,0,0,1,0,0,0
JP2006298080A,0,0,0,0,1,0,0,0
CN100595085C,0,0,0,0,1,0,0,0
CN208359905U,0,0,0,0,1,0,0,0
JP2012076576A,0,0,0,0,1,0,0,0
CN104191954B,0,0,0,0,1,0,0,0
JP4172453B2,0,0,0,0,1,0,0,0
IN251838B,0,0,0,0,1,0,0,0
CN102358159B,0,0,0,0,1,0,0,0
CN207416539U,0,0,0,0,1,0,0,0
CN203623364U,0,0,0,0,1,0,0,0
JP2004225563A,0,0,0,0,1,0,0,0
CN209454552U,0,0,0,0,1,0,0,0
CN209008384U,0,0,0,0,1,0,0,0
CN109849639A,0,0,0,0,1,0,0,0
JP6025901B2,0,0,0,0,1,0,0,0
CN109835168A,0,0,0,0,1,0,0,0
CN110126606A,0,0,0,0,1,0,0,0
CN109849641A,0,0,0,0,1,0,0,0
CN110217092A,0,0,0,0,1,0,0,0
US7448981,0,0,0,0,1,0,0,0
CN209441177U,0,0,0,0,1,0,0,0
CN110171286A,0,0,0,0,1,0,0,0
CN108099576A,0,0,0,0,1,0,0,0
CN104669999B,0,0,0,0,1,0,0,0
JP3295046B2,0,0,0,0,1,0,0,0
JP3976026B2,0,0,0,0,1,0,0,0
JP2011037322A,0,0,0,0,1,0,0,0
CN104816624B,0,0,0,0,1,0,0,0
JP2003285657A,0,0,0,0,1,0,0,0
JP2010241386A,0,0,0,0,1,0,0,0
JP2005029063A,0,0,0,0,1,0,0,0
JP2007131107A,0,0,0,0,1,0,0,0
US20110195811A1,0,0,0,0,1,0,0,0
CN205395751U,0,0,0,0,1,0,0,0
JP3786067B2,0,0,0,0,1,0,0,0
US8380376,0,0,0,0,1,0,0,0
CN204296442U,0,0,0,0,1,0,0,0
CN106080168B,0,0,0,0,1,0,0,0
US8012057,0,0,0,0,1,0,0,0
CN205573605U,0,0,0,0,1,0,0,0
CN204123949U,0,0,0,0,1,0,0,0
CN105313667A,0,0,0,0,1,0,0,0
JP4228969B2,0,0,0,0,1,0,0,0
JP2013095386A,0,0,0,0,1,0,0,0
JP5970746B2,0,0,0,0,1,0,0,0
CN207728818U,0,0,0,0,1,0,0,0
JP2013241128A,0,0,0,0,1,0,0,0
CN107082014B,0,0,0,0,1,0,0,0
CN106476604B,0,0,0,0,1,0,0,0
JP3891351B2,0,0,0,0,1,0,0,0
CN206968383U,0,0,0,0,1,0,0,0
JP2010126047A,0,0,0,0,1,0,0,0
JP2010254127A,0,0,0,0,1,0,0,0
CN204774600U,0,0,0,0,1,0,0,0
WO2012083927A1,0,0,0,0,1,0,0,0
JP2017132280A,0,0,0,0,1,0,0,0
CN106314126B,0,0,0,0,1,0,0,0
CN2603754Y,0,0,0,0,1,0,0,0
CN106976390B,0,0,0,0,1,0,0,0
CN207088978U,0,0,0,0,1,0,0,0
CN205930236U,0,0,0,0,1,0,0,0
JP2876474B2,0,0,0,0,1,0,0,0
CN109720189A,0,0,0,0,1,0,0,0
JP2011051460A,0,0,0,0,1,0,0,0
CN206749517U,0,0,0,0,1,0,0,0
CN207328111U,0,0,0,0,1,0,0,0
JP5527240B2,0,0,0,0,1,0,0,0
JP4779935B2,0,0,0,0,1,0,0,0
CN103889753B,0,0,0,0,1,0,0,0
VN20328A,0,0,0,0,1,0,0,0
JP2006273513A,0,0,0,0,1,0,0,0
JP2009040132A,0,0,0,0,1,0,0,0
JP2001268713A,0,0,0,0,1,0,0,0
JP2011168091A,0,0,0,0,1,0,0,0
JP2006282069A,0,0,0,0,1,0,0,0
CN107696847B,0,0,0,0,1,0,0,0
JP2017166654A,0,0,0,0,1,0,0,0
CN207360071U,0,0,0,0,1,0,0,0
IN278KOL2012A,0,0,0,0,1,0,0,0
JP4727026B2,0,0,0,0,1,0,0,0
CN207328114U,0,0,0,0,1,0,0,0
TH146628A,0,0,0,0,1,0,0,0
CN207916550U,0,0,0,0,1,0,0,0
JP5186954B2,0,0,0,0,1,0,0,0
JP2006010044A,0,0,0,0,1,0,0,0
CN206394434U,0,0,0,0,1,0,0,0
JP2012250657A,0,0,0,0,1,0,0,0
CN207916551U,0,0,0,0,1,0,0,0
TWI583576B,0,0,0,0,1,0,0,0
DE102018201749A1,0,0,0,0,1,0,0,0
CN205615331U,0,0,0,0,1,0,0,0
CN203623363U,0,0,0,0,1,0,0,0
CN207077999U,0,0,0,0,1,0,0,0
CN108466544B,0,0,0,0,1,0,0,0
CN208576421U,0,0,0,0,1,0,0,0
JP4334658B2,0,0,0,0,1,0,0,0
JP2012153203A,0,0,0,0,1,0,0,0
JP4140589B2,0,0,0,0,1,0,0,0
CN208881576U,0,0,0,0,1,0,0,0
JP3251449B2,0,0,0,0,1,0,0,0
CN207241412U,0,0,0,0,1,0,0,0
JP2013095255A,0,0,0,0,1,0,0,0
JP3891146B2,0,0,0,0,1,0,0,0
CN103978885B,0,0,0,0,1,0,0,0
CN203449917U,0,0,0,0,1,0,0,0
JP3956489B2,0,0,0,0,1,0,0,0
JP2013082317A,0,0,0,0,1,0,0,0
JP4915332B2,0,0,0,0,1,0,0,0
JP2015224738A,0,0,0,0,1,0,0,0
CN203246311U,0,0,0,0,1,0,0,0
JP2012111464A,0,0,0,0,1,0,0,0
JP4134960B2,0,0,0,0,1,0,0,0
CN204196685U,0,0,0,0,1,0,0,0
JP2011194990A,0,0,0,0,1,0,0,0
JP2013112318A,0,0,0,0,1,0,0,0
JP3593845B2,0,0,0,0,1,0,0,0
CN206734049U,0,0,0,0,1,0,0,0
US20150375612A1,0,0,0,0,1,0,0,0
CN203063654U,0,0,0,0,1,0,0,0
CN206644630U,0,0,0,0,1,0,0,0
CN106042888B,0,0,0,0,1,0,0,0
JP2018001897A,0,0,0,0,1,0,0,0
JP2003032802A,0,0,0,0,1,0,0,0
JP3945456B2,0,0,0,0,1,0,0,0
JP2019113138A,0,0,0,0,1,0,0,0
CN202413392U,0,0,0,0,1,0,0,0
DE102012215286A1,0,0,0,0,1,0,0,0
CN205706147U,0,0,0,0,1,0,0,0
JP6302294B2,0,0,0,0,1,0,0,0
JP4164694B2,0,0,0,0,1,0,0,0
CN206528317U,0,0,0,0,1,0,0,0
JP2004142599A,0,0,0,0,1,0,0,0
CN204296444U,0,0,0,0,1,0,0,0
EP3533678A1,0,0,0,0,1,0,0,0
CN107512168B,0,0,0,0,1,0,0,0
CN205149497U,0,0,0,0,1,0,0,0
JP2012106712A,0,0,0,0,1,0,0,0
WO2012083923A1,0,0,0,0,1,0,0,0
JP5541151B2,0,0,0,0,1,0,0,0
CN207173288U,0,0,0,0,1,0,0,0
JP2004218752A,0,0,0,0,1,0,0,0
JP2004003549A,0,0,0,0,1,0,0,0
CN104442342B,0,0,0,0,1,0,0,0
JP6485384B2,0,0,0,0,1,0,0,0
US20110180339A1,0,0,0,0,1,0,0,0
CN204222630U,0,0,0,0,1,0,0,0
JP2019073158A,0,0,0,0,1,0,0,0
US10137791,0,0,0,0,1,0,0,0
KR1020150110714A,0,0,0,0,1,0,0,0
JP4054005B2,0,0,0,0,1,0,0,0
JP2006307879A,0,0,0,0,1,0,0,0
JP3852416B2,0,0,0,0,1,0,0,0
JP2018008648A,0,0,0,0,1,0,0,0
CN109760504A,0,0,0,0,1,0,0,0
JP2007120456A,0,0,0,0,1,0,0,0
JP5446361B2,0,0,0,0,1,0,0,0
CN104015605A,0,0,0,0,1,0,0,0
JP2010241204A,0,0,0,0,1,0,0,0
JP2012111449A,0,0,0,0,1,0,0,0
CN101734139B,0,0,0,0,1,0,0,0
CN201513273U,0,0,0,0,1,0,0,0
CN107054045B,0,0,0,0,1,0,0,0
CN207291650U,0,0,0,0,1,0,0,0
WO2019178796A1,0,0,0,0,1,0,0,0
CN108215763A,0,0,0,0,1,0,0,0
CN209008376U,0,0,0,0,1,0,0,0
CN107791819A,0,0,0,0,1,0,0,0
CN109927531A,0,0,0,0,1,0,0,0
CN109895614A,0,0,0,0,1,0,0,0
CN109835162A,0,0,0,0,1,0,0,0
CN109835161A,0,0,0,0,1,0,0,0
CN208931123U,0,0,0,0,1,0,0,0
JP5414731B2,0,0,0,0,1,0,0,0
CN207510210U,0,0,0,0,1,0,0,0
US9321451,0,0,0,0,1,0,0,0
JP2017143643A,0,0,0,0,1,0,0,0
JP6578978B2,0,0,0,0,1,0,0,0
CN108001185A,0,0,0,0,1,0,0,0
JP2018024320A,0,0,0,0,1,0,0,0
DE102012002879A1,0,0,0,0,1,0,0,0
DE102013220140A1,0,0,0,0,1,0,0,0
DE102013210048A1,0,0,0,0,1,0,0,0
CN110171287A,0,0,0,0,1,0,0,0
CN209320671U,0,0,0,0,1,0,0,0
CN209320673U,0,0,0,0,1,0,0,0
CN209305331U,0,0,0,0,1,0,0,0
CN104097497B,0,0,0,0,1,0,0,0
JP2015205638A,0,0,0,0,1,0,0,0
CN207859940U,0,0,0,0,1,0,0,0
JP4281424B2,0,0,0,0,1,0,0,0
JP2010216597A,0,0,0,0,1,0,0,0
JP2014144760A,0,0,0,0,1,0,0,0
JP2018173154A,0,0,0,0,1,0,0,0
CN107215197B,0,0,0,0,1,0,0,0
CN207825919U,0,0,0,0,1,0,0,0
CN208006718U,0,0,0,0,1,0,0,0
JP5250523B2,0,0,0,0,1,0,0,0
CN107757337B,0,0,0,0,1,0,0,0
CN205905759U,0,0,0,0,1,0,0,0
JP2012192765A,0,0,0,0,1,0,0,0
CN202448732U,0,0,0,0,1,0,0,0
CN206264779U,0,0,0,0,1,0,0,0
CN207683320U,0,0,0,0,1,0,0,0
