Publication Number,B60K6/48,Y02T10/6221,B60K6/387,B60K6/405,B60K2006/4825,Y02T10/6252,B60K6/42
JP4779857B2,1,1,0,0,0,0,0
JP3852414B2,1,1,0,0,0,0,0
JP5412336B2,1,1,0,0,0,0,0
JP2006315484A,1,1,0,0,0,0,0
JP4893566B2,1,1,0,0,0,0,0
JP5932460B2,1,1,0,0,0,0,0
JP2012136041A,1,1,0,0,0,0,0
JP3601193B2,1,1,0,0,0,0,0
CN204136759U,1,1,0,0,0,0,0
CN103818227B,1,1,0,0,0,0,0
JP6459387B2,1,1,0,0,0,0,0
JP6121156B2,1,1,0,0,0,0,0
JP2003312281A,1,1,0,0,0,0,0
JP3986471B2,1,1,0,0,0,0,0
JP2012116411A,1,1,0,0,0,0,0
JP2018069911A,1,1,0,0,0,0,0
JP4962526B2,1,1,0,0,0,0,0
JP2017081358A,1,1,0,0,0,0,0
JP2011148439A,1,1,0,0,0,0,0
JP6457912B2,1,1,0,0,0,0,0
JP2016164069A,1,1,0,0,0,0,0
JP3663834B2,1,1,0,0,0,0,0
JP2007309300A,1,1,0,0,0,0,0
JP4026013B2,1,1,0,0,0,0,0
CN201073922Y,1,1,0,0,0,0,0
JP2012086705A,1,1,0,0,0,0,0
JP6540443B2,1,1,0,0,0,0,0
JP4720008B2,1,1,0,0,0,0,0
JP2011235706A,1,1,0,0,0,0,0
JP2001169608A,1,1,0,0,0,0,0
JP2014166845A,1,1,0,0,0,0,0
JP3991817B2,1,1,0,0,0,0,0
JP2012171595A,1,1,0,0,0,0,0
JP5464122B2,1,1,0,0,0,0,0
JP2009215958A,1,1,0,0,0,0,0
CN100391768C,1,1,0,0,0,0,0
JP4250600B2,1,1,0,0,0,0,0
JP5379835B2,1,1,0,0,0,0,0
JP4513257B2,1,1,0,0,0,0,0
JP4211243B2,1,1,0,0,0,0,0
JP6360653B2,1,1,0,0,0,0,0
JP6155951B2,1,1,0,0,0,0,0
JP2015189382A,1,1,0,0,0,0,0
JP2016060213A,1,1,0,0,0,0,0
JP6011404B2,1,1,0,0,0,0,0
JP4830840B2,1,1,0,0,0,0,0
JP2013043572A,1,1,0,0,0,0,0
JP2012228037A,1,1,0,0,0,0,0
JP2003232440A,1,1,0,0,0,0,0
JP2008201165A,1,1,0,0,0,0,0
JP5413008B2,1,1,0,0,0,0,0
JP3952490B2,1,1,0,0,0,0,0
JP5842323B2,1,1,0,0,0,0,0
JP3812445B2,1,1,0,0,0,0,0
JP2014073747A,1,1,0,0,0,0,0
JP5938924B2,1,1,0,0,0,0,0
JP2011126318A,1,1,0,0,0,0,0
JP4871009B2,1,1,0,0,0,0,0
JP2008001258A,1,1,0,0,0,0,0
JP5630211B2,1,1,0,0,0,0,0
JP5895506B2,1,1,0,0,0,0,0
JP5459144B2,1,1,0,0,0,0,0
CN1215947C,1,1,0,0,0,0,0
JP5772564B2,1,1,0,0,0,0,0
JP5673000B2,1,1,0,0,0,0,0
JP2003343303A,1,1,0,0,0,0,0
JP2012062911A,1,1,0,0,0,0,0
JP2013216117A,1,1,0,0,0,0,0
JP2003159967A,1,1,0,0,0,0,0
JP5130249B2,1,1,0,0,0,0,0
JP2012046003A,1,1,0,0,0,0,0
JP6330190B2,1,1,0,0,0,0,0
JP2018095040A,1,1,0,0,0,0,0
JP2015137032A,1,1,0,0,0,0,0
JP6063352B2,1,1,0,0,0,0,0
CN201102465Y,1,1,0,0,0,0,0
JP6299428B2,1,1,0,0,0,0,0
JP2015229412A,1,1,0,0,0,0,0
CN104627171A,1,1,0,0,0,0,0
JP3496619B2,1,1,0,0,0,0,0
JP4730296B2,1,1,0,0,0,0,0
JP2016088237A,1,1,0,0,0,0,0
JP2012201194A,1,1,0,0,0,0,0
JP5447990B2,1,1,0,0,0,0,0
JP2012171521A,1,1,0,0,0,0,0
JP2008024178A,1,1,0,0,0,0,0
JP2014231292A,1,1,0,0,0,0,0
JP2013095388A,1,1,0,0,0,0,0
JP2005282741A,1,1,0,0,0,0,0
JP2005330835A,1,1,0,0,0,0,0
JP2015058790A,1,1,0,0,0,0,0
JP2013124083A,1,1,0,0,0,0,0
JP4182068B2,1,1,0,0,0,0,0
JP3894198B2,1,1,0,0,0,0,0
JP6088144B2,1,1,0,0,0,0,0
JP2012091728A,1,1,0,0,0,0,0
JP3346378B2,1,1,0,0,0,0,0
JP3791195B2,1,1,0,0,0,0,0
JP4453643B2,1,1,0,0,0,0,0
JP2012182893A,1,1,0,0,0,0,0
JP2013181393A,1,1,0,0,0,0,0
JP5890154B2,1,1,0,0,0,0,0
JP6435530B2,1,1,0,0,0,0,0
JP5338933B2,1,1,0,0,0,0,0
JP1996033117A,1,1,0,0,0,0,0
JP2005271669A,1,1,0,0,0,0,0
JP2012126305A,1,1,0,0,0,0,0
JP2018118544A,1,1,0,0,0,0,0
CN205661307U,1,1,0,0,0,0,0
JP5452557B2,1,1,0,0,0,0,0
JP2013086612A,1,1,0,0,0,0,0
JP2014073740A,1,1,0,0,0,0,0
JP4405475B2,1,1,0,0,0,0,0
JP2018016245A,1,1,0,0,0,0,0
JP2010285136A,1,1,0,0,0,0,0
JP2011098652A,1,1,0,0,0,0,0
JP5429665B2,1,1,0,0,0,0,0
JP2003343304A,1,1,0,0,0,0,0
JP5309000B2,1,1,0,0,0,0,0
JP6381127B2,1,1,0,0,0,0,0
JP2008143439A,1,1,0,0,0,0,0
JP3963047B2,1,1,0,0,0,0,0
JP2005137107A,1,1,0,0,0,0,0
JP2011201395A,1,1,0,0,0,0,0
CN105235496B,1,1,0,0,0,0,0
JP2015104926A,1,1,0,0,0,0,0
JP2002135906A,1,1,0,0,0,0,0
JP2004324439A,1,1,0,0,0,0,0
JP2017214025A,1,1,0,0,0,0,0
JP2000092610A,1,1,0,0,0,0,0
JP2013013201A,1,1,0,0,0,0,0
JP5842328B2,1,1,0,0,0,0,0
JP5228542B2,1,1,0,0,0,0,0
JP3956536B2,1,1,0,0,0,0,0
JP2003063260A,1,1,0,0,0,0,0
JP6060244B2,1,1,0,0,0,0,0
JP6503757B2,1,1,0,0,0,0,0
JP6151973B2,1,1,0,0,0,0,0
JP3680277B2,1,1,0,0,0,0,0
JP2014061726A,1,1,0,0,0,0,0
JP3612828B2,1,1,0,0,0,0,0
JP2015155276A,1,1,0,0,0,0,0
JP2011126449A,1,1,0,0,0,0,0
JP2707380B2,1,1,0,0,0,0,0
JP6303783B2,1,1,0,0,0,0,0
JP4438442B2,1,1,0,0,0,0,0
JP6080431B2,1,1,0,0,0,0,0
JP6140391B2,1,1,0,0,0,0,0
JP2012210102A,1,1,0,0,0,0,0
JP2005297729A,1,1,0,0,0,0,0
JP5972091B2,1,1,0,0,0,0,0
JP4258904B2,1,1,0,0,0,0,0
JP3713990B2,1,1,0,0,0,0,0
JP4135325B2,1,1,0,0,0,0,0
JP5476732B2,1,1,0,0,0,0,0
JP4703249B2,1,1,0,0,0,0,0
JP5157798B2,1,1,0,0,0,0,0
JP2003336700A,1,1,0,0,0,0,0
JP3480489B2,1,1,0,0,0,0,0
JP2014101041A,1,1,0,0,0,0,0
JP5987350B2,1,1,0,0,0,0,0
JP2001339803A,1,1,0,0,0,0,0
JP4830774B2,1,1,0,0,0,0,0
JP2018069829A,1,1,0,0,0,0,0
JP2006298062A,1,1,0,0,0,0,0
JP5076516B2,1,1,0,0,0,0,0
JP5293212B2,1,1,0,0,0,0,0
JP2018141506A,1,1,0,0,0,0,0
JP2006138306A,1,1,0,0,0,0,0
JP6491051B2,1,1,0,0,0,0,0
JP2015214194A,1,1,0,0,0,0,0
JP5418850B2,1,1,0,0,0,0,0
JP3692796B2,1,1,0,0,0,0,0
JP6171431B2,1,1,0,0,0,0,0
JP2016175544A,1,1,0,0,0,0,0
JP4582108B2,1,1,0,0,0,0,0
JP3614128B2,1,1,0,0,0,0,0
JP4062281B2,1,1,0,0,0,0,0
JP4007321B2,1,1,0,0,0,0,0
JP5223603B2,1,1,0,0,0,0,0
JP2005330844A,1,1,0,0,0,0,0
JP2010126116A,1,1,0,0,0,0,0
JP2015203323A,1,1,0,0,0,0,0
JP5575522B2,1,1,0,0,0,0,0
CN205836512U,1,1,0,0,0,0,0
JP5691868B2,1,1,0,0,0,0,0
JP4179999B2,1,1,0,0,0,0,0
JP5045431B2,1,1,0,0,0,0,0
JP6003779B2,1,1,0,0,0,0,0
CN206718991U,1,1,0,0,0,0,0
JP4915233B2,1,1,0,0,0,0,0
JP4348557B2,1,1,0,0,0,0,0
JP2013177116A,1,1,0,0,0,0,0
JP2012091695A,1,1,0,0,0,0,0
JP2003214464A,1,1,0,0,0,0,0
JP2018118578A,1,1,0,0,0,0,0
JP2001233044A,1,1,0,0,0,0,0
JP2015182572A,1,1,0,0,0,0,0
JP3838210B2,1,1,0,0,0,0,0
JP5691386B2,1,1,0,0,0,0,0
JP3539702B2,1,1,0,0,0,0,0
JP2016175502A,1,1,0,0,0,0,0
JP6107201B2,1,1,0,0,0,0,0
CN202641357U,1,1,0,0,0,0,0
JP5768695B2,1,1,0,0,0,0,0
JP5985435B2,1,1,0,0,0,0,0
JP2010149652A,1,1,0,0,0,0,0
JP6179193B2,1,1,0,0,0,0,0
JP6202665B2,1,1,0,0,0,0,0
JP2013151261A,1,1,0,0,0,0,0
JP2013193551A,1,1,0,0,0,0,0
JP3500999B2,1,1,0,0,0,0,0
JP3591153B2,1,1,0,0,0,0,0
JP2013132960A,1,1,0,0,0,0,0
JP5521340B2,1,1,0,0,0,0,0
JP2018155310A,1,1,0,0,0,0,0
JP2003102107A,1,1,0,0,0,0,0
WO2018173670A1,1,1,0,0,0,0,0
JP2013112304A,1,1,0,0,0,0,0
JP4956789B2,1,1,0,0,0,0,0
JP5982149B2,1,1,0,0,0,0,0
JP1998104606A,1,1,0,0,0,0,0
JP2011121406A,1,1,0,0,0,0,0
JP2017197024A,1,1,0,0,0,0,0
JP5221444B2,1,1,0,0,0,0,0
JP2015101205A,1,1,0,0,0,0,0
JP2003020972A,1,1,0,0,0,0,0
JP6031769B2,1,1,0,0,0,0,0
JP6494949B2,1,1,0,0,0,0,0
JP5353763B2,1,1,0,0,0,0,0
JP2008239041A,1,1,0,0,0,0,0
JP2016078740A,1,1,0,0,0,0,0
CN204323030U,1,1,0,0,0,0,0
JP2011162115A,1,1,0,0,0,0,0
JP5333407B2,1,1,0,0,0,0,0
JP2009250380A,1,1,0,0,0,0,0
JP2001164959A,1,1,0,0,0,0,0
JP2007307941A,1,1,0,0,0,0,0
JP2015171832A,1,1,0,0,0,0,0
JP5652337B2,1,1,0,0,0,0,0
CN104002814B,1,1,0,0,0,0,0
JP2010143519A,1,1,0,0,0,0,0
JP2017185839A,1,1,0,0,0,0,0
JP5267535B2,1,1,0,0,0,0,0
JP2012180867A,1,1,0,0,0,0,0
JP6489046B2,1,1,0,0,0,0,0
JP2006027383A,1,1,0,0,0,0,0
JP6314373B2,1,1,0,0,0,0,0
JP4236239B2,1,1,0,0,0,0,0
JP2012066787A,1,1,0,0,0,0,0
JP5180888B2,1,1,0,0,0,0,0
JP2008308157A,1,1,0,0,0,0,0
JP2012056510A,1,1,0,0,0,0,0
JP2013039853A,1,1,0,0,0,0,0
JP2012086784A,1,1,0,0,0,0,0
JP4099910B2,1,1,0,0,0,0,0
CN1304213C,1,1,0,0,0,0,0
JP5170192B2,1,1,0,0,0,0,0
JP4001094B2,1,1,0,0,0,0,0
JP2014218171A,1,1,0,0,0,0,0
JP2013126784A,1,1,0,0,0,0,0
JP6394551B2,1,1,0,0,0,0,0
JP2018090126A,1,1,0,0,0,0,0
JP2014101042A,1,1,0,0,0,0,0
JP6516404B2,1,1,0,0,0,0,0
JP6318799B2,1,1,0,0,0,0,0
JP6447000B2,1,1,0,0,0,0,0
CN204077347U,1,1,0,0,0,0,0
JP4253937B2,1,1,0,0,0,0,0
JP5402060B2,1,1,0,0,0,0,0
JP5991178B2,1,1,0,0,0,0,0
CN203211082U,1,1,0,0,0,0,0
RU2013117109A,1,1,0,0,0,0,0
JP3661413B2,1,1,0,0,0,0,0
JP2006341848A,1,1,0,0,0,0,0
JP2013180623A,1,1,0,0,0,0,0
JP2004017890A,1,1,0,0,0,0,0
CN101741172B,1,1,0,0,0,0,0
JP5293235B2,1,1,0,0,0,0,0
JP2013147204A,1,1,0,0,0,0,0
JP2018034672A,1,1,0,0,0,0,0
JP6488636B2,1,1,0,0,0,0,0
JP5293722B2,1,1,0,0,0,0,0
CN101746250A,1,1,0,0,0,0,0
JP6459386B2,1,1,0,0,0,0,0
JP2018079877A,1,1,0,0,0,0,0
JP2011162041A,1,1,0,0,0,0,0
JP6210677B2,1,1,0,0,0,0,0
JP6044179B2,1,1,0,0,0,0,0
CN1272203C,1,1,0,0,0,0,0
JP5141305B2,1,1,0,0,0,0,0
JP2009166567A,1,1,0,0,0,0,0
JP5772921B2,1,1,0,0,0,0,0
CN104589994B,1,1,0,0,0,0,0
JP2014094665A,1,1,0,0,0,0,0
JP2010038232A,1,1,0,0,0,0,0
JP2013252725A,1,1,0,0,0,0,0
JP5667538B2,1,1,0,0,0,0,0
JP2016107818A,1,1,0,0,0,0,0
JP5287351B2,1,1,0,0,0,0,0
JP5518811B2,1,1,0,0,0,0,0
JP4215962B2,1,1,0,0,0,0,0
JP2012131290A,1,1,0,0,0,0,0
CN203793110U,1,1,0,0,0,0,0
JP6048426B2,1,1,0,0,0,0,0
JP5900240B2,1,1,0,0,0,0,0
JP5321204B2,1,1,0,0,0,0,0
JP2017159680A,1,1,0,0,0,0,0
JP2015107689A,1,1,0,0,0,0,0
CN101417606B,1,1,0,0,0,0,0
JP2011051383A,1,1,0,0,0,0,0
JP2018079876A,1,1,0,0,0,0,0
JP2018094989A,1,1,0,0,0,0,0
JP2017024581A,1,1,0,0,0,0,0
JP6390519B2,1,1,0,0,0,0,0
JP5391719B2,1,1,0,0,0,0,0
JP2016215723A,1,1,0,0,0,0,0
JP6268903B2,1,1,0,0,0,0,0
CN203974527U,1,1,0,0,0,0,0
JP5927628B2,1,1,0,0,0,0,0
JP2007269073A,1,1,0,0,0,0,0
JP2005006395A,1,1,0,0,0,0,0
JP5549573B2,1,1,0,0,0,0,0
JP3753671B2,1,1,0,0,0,0,0
JP2013001185A,1,1,0,0,0,0,0
JP2014080079A,1,1,0,0,0,0,0
JP2011158277A,1,1,0,0,0,0,0
WO2018173457A1,1,1,0,0,0,0,0
JP2009018694A,1,1,0,0,0,0,0
JP6280314B2,1,1,0,0,0,0,0
JP2002235572A,1,1,0,0,0,0,0
JP2012066792A,1,1,0,0,0,0,0
JP3712670B2,1,1,0,0,0,0,0
JP2015003681A,1,1,0,0,0,0,0
JP5492048B2,1,1,0,0,0,0,0
JP5453847B2,1,1,0,0,0,0,0
JP5417905B2,1,1,0,0,0,0,0
JP5652118B2,1,1,0,0,0,0,0
JP2015123922A,1,1,0,0,0,0,0
CN103407361B,1,1,0,0,0,0,0
JP2014141134A,1,1,0,0,0,0,0
JP2014189187A,1,1,0,0,0,0,0
CN201217386Y,1,1,0,0,0,0,0
JP2015116872A,1,1,0,0,0,0,0
JP5203312B2,1,1,0,0,0,0,0
JP2014159255A,1,1,0,0,0,0,0
JP2003247417A,1,1,0,0,0,0,0
CN102673372B,1,1,0,0,0,0,0
JP2013103655A,1,1,0,0,0,0,0
GB2571130A,1,0,0,0,0,0,0
US10131344,1,0,0,0,0,0,0
US20180304733A1,1,0,0,0,0,0,0
DE102015204570A1,1,0,0,0,0,0,0
US10030363,1,0,0,0,0,0,0
KR1020190044502A,1,0,0,0,0,0,0
US10047501,1,0,0,0,0,0,0
WO2019149419A1,1,0,0,0,0,0,0
US20190176609A1,1,0,0,0,0,0,0
US10399556,1,0,0,0,0,0,0
US7610124,1,0,0,0,0,0,0
WO2019025401A1,1,0,0,0,0,0,0
WO2015020095A1,1,0,0,0,0,0,0
FR3043362B1,1,0,0,0,0,0,0
US10202032,1,0,0,0,0,0,0
WO2018110455A1,1,0,0,0,0,0,0
US9272699,1,0,0,0,0,0,0
US20180127055A1,1,0,0,0,0,0,0
DE102017118054A1,1,0,0,0,0,0,0
WO2018105407A1,1,0,0,0,0,0,0
US6098733,1,0,0,0,0,0,0
US9617715,1,0,0,0,0,0,0
AT507693B1,1,0,0,0,0,0,0
US6702715,1,0,0,0,0,0,0
WO2019063229A1,1,0,0,0,0,0,0
US9908417,1,0,0,0,0,0,0
DE19858348B4,1,0,0,0,0,0,0
US7246673,1,0,0,0,0,0,0
US9834203,1,0,0,0,0,0,0
US6545372,1,0,0,0,0,0,0
US20190031178A1,1,0,0,0,0,0,0
DE10040354A1,1,0,0,0,0,0,0
US20070149336A1,1,0,0,0,0,0,0
CN109130834A,1,0,0,0,0,0,0
EP2321164A1,1,0,0,0,0,0,0
CN108973647A,1,0,0,0,0,0,0
JP6471599B2,1,0,0,0,0,0,0
US8606442,1,0,0,0,0,0,0
US9221458,1,0,0,0,0,0,0
KR102002999B1,1,0,0,0,0,0,0
EP1389825A3,1,0,0,0,0,0,0
WO2011042236A1,1,0,0,0,0,0,0
DE10232805B4,1,0,0,0,0,0,0
US5552681,1,0,0,0,0,0,0
US10227070,1,0,0,0,0,0,0
WO2016158227A1,1,0,0,0,0,0,0
US9845094,1,0,0,0,0,0,0
US9850671,1,0,0,0,0,0,0
US6344014,1,0,0,0,0,0,0
US5862497,1,0,0,0,0,0,0
US7789796,1,0,0,0,0,0,0
US9834084,1,0,0,0,0,0,0
US6629025,1,0,0,0,0,0,0
US8827861,1,0,0,0,0,0,0
DE202010018381U1,1,0,0,0,0,0,0
US6124690,1,0,0,0,0,0,0
US20180306280A1,1,0,0,0,0,0,0
US20190047542A1,1,0,0,0,0,0,0
US10330030,1,0,0,0,0,0,0
US6772723,1,0,0,0,0,0,0
WO2017086432A1,1,0,0,0,0,0,0
KR1020170118158A,1,0,0,0,0,0,0
US10336330,1,0,0,0,0,0,0
US20190126739A1,1,0,0,0,0,0,0
US7150333,1,0,0,0,0,0,0
US6857491,1,0,0,0,0,0,0
US10076970,1,0,0,0,0,0,0
US6307277,1,0,0,0,0,0,0
US9452673,1,0,0,0,0,0,0
US9561789,1,0,0,0,0,0,0
US9664107,1,0,0,0,0,0,0
US6434453,1,0,0,0,0,0,0
DE102007053681A1,1,0,0,0,0,0,0
WO2017086468A1,1,0,0,0,0,0,0
DE10002132A1,1,0,0,0,0,0,0
EP3412530A4,1,0,0,0,0,0,0
CN107458209A,1,0,0,0,0,0,0
US9403438,1,0,0,0,0,0,0
US20190202429A1,1,0,0,0,0,0,0
US6823840,1,0,0,0,0,0,0
US7416037,1,0,0,0,0,0,0
US6452286,1,0,0,0,0,0,0
US6348771,1,0,0,0,0,0,0
US9914459,1,0,0,0,0,0,0
WO2014097415A1,1,0,0,0,0,0,0
US6505109,1,0,0,0,0,0,0
JP1999193722A,1,0,0,0,0,0,0
US6550557,1,0,0,0,0,0,0
JP1986155635A,1,0,0,0,0,0,0
US9944273,1,0,0,0,0,0,0
US10150463,1,0,0,0,0,0,0
WO2019115585A1,1,0,0,0,0,0,0
US6390214,1,0,0,0,0,0,0
US7016773,1,0,0,0,0,0,0
CN107226086A,1,0,0,0,0,0,0
GB2569375A,1,0,0,0,0,0,0
WO2019133957A1,1,0,0,0,0,0,0
EP1331126B1,1,0,0,0,0,0,0
US6522959,1,0,0,0,0,0,0
US5513718,1,0,0,0,0,0,0
KR1020190013015A,1,0,0,0,0,0,0
US5725064,1,0,0,0,0,0,0
US6356818,1,0,0,0,0,0,0
US10112597,1,0,0,0,0,0,0
US6322476,1,0,0,0,0,0,0
CN106564361A,1,0,0,0,0,0,0
US10279794,1,0,0,0,0,0,0
WO2018228738A1,1,0,0,0,0,0,0
US9975544,1,0,0,0,0,0,0
WO2019107668A1,1,0,0,0,0,0,0
US9988040,1,0,0,0,0,0,0
US9802600,1,0,0,0,0,0,0
US20100025130A1,1,0,0,0,0,0,0
WO2019073561A1,1,0,0,0,0,0,0
JP2018103741A,1,0,0,0,0,0,0
US9816252,1,0,0,0,0,0,0
WO2018190400A1,1,0,0,0,0,0,0
EP1454786A3,1,0,0,0,0,0,0
GB2437834B,1,0,0,0,0,0,0
DE19914428C1,1,0,0,0,0,0,0
US7389838,1,0,0,0,0,0,0
WO2013058139A1,1,0,0,0,0,0,0
US9151192,1,0,0,0,0,0,0
US10150469,1,0,0,0,0,0,0
US5482512,1,0,0,0,0,0,0
US20190211528A1,1,0,0,0,0,0,0
WO2016199276A1,1,0,0,0,0,0,0
US9989108,1,0,0,0,0,0,0
US6763903,1,0,0,0,0,0,0
JP3848175B2,1,1,0,0,0,0,0
WO2018054165A1,1,1,0,0,0,0,0
JP6040113B2,1,1,0,0,0,0,0
JP5436330B2,1,1,0,0,0,0,0
CN204055309U,1,1,0,0,0,0,0
CN102826002B,1,1,0,0,0,0,0
JP2017052377A,1,1,0,0,0,0,0
JP5141369B2,1,1,0,0,0,0,0
JP5962527B2,1,1,0,0,0,0,0
JP4433535B2,1,1,0,0,0,0,0
JP2018047783A,1,1,0,0,0,0,0
JP2012092656A,1,1,0,0,0,0,0
JP2009280049A,1,1,0,0,0,0,0
JP3549873B2,1,1,0,0,0,0,0
JP5644326B2,1,1,0,0,0,0,0
JP3991882B2,1,1,0,0,0,0,0
JP2015123749A,1,1,0,0,0,0,0
CN103863089B,1,1,0,0,0,0,0
JP2013141952A,1,1,0,0,0,0,0
JP3552394B2,1,1,0,0,0,0,0
JP4492593B2,1,1,0,0,0,0,0
JP2004176624A,1,1,0,0,0,0,0
JP5899984B2,1,1,0,0,0,0,0
JP3838203B2,1,1,0,0,0,0,0
JP2009143434A,1,1,0,0,0,0,0
JP2001271694A,1,1,0,0,0,0,0
JP5906142B2,1,1,0,0,0,0,0
JP2010154638A,1,1,0,0,0,0,0
JP4389915B2,1,1,0,0,0,0,0
JP2011042312A,1,1,0,0,0,0,0
JP2018103929A,1,1,0,0,0,0,0
JP2009281468A,1,1,0,0,0,0,0
JP6389717B2,1,1,0,0,0,0,0
JP2018007441A,1,1,0,0,0,0,0
JP2014156141A,1,1,0,0,0,0,0
JP5699533B2,1,1,0,0,0,0,0
JP3455202B2,1,1,0,0,0,0,0
JP5347523B2,1,1,0,0,0,0,0
JP2011020542A,1,1,0,0,0,0,0
JP3870945B2,1,1,0,0,0,0,0
CN105015317A,1,1,0,0,0,0,0
US9440525,1,1,0,0,0,0,0
JP2013184689A,1,1,0,0,0,0,0
JP2012100419A,1,1,0,0,0,0,0
JP2011179428A,1,1,0,0,0,0,0
JP2002156031A,1,1,0,0,0,0,0
JP3879280B2,1,1,0,0,0,0,0
JP5465157B2,1,1,0,0,0,0,0
JP5359236B2,1,1,0,0,0,0,0
JP2005351134A,1,1,0,0,0,0,0
JP5404075B2,1,1,0,0,0,0,0
JP4985677B2,1,1,0,0,0,0,0
JP2007182192A,1,1,0,0,0,0,0
JP2008303939A,1,1,0,0,0,0,0
JP2007069790A,1,1,0,0,0,0,0
CN101138962A,1,1,0,0,0,0,0
JP3577979B2,1,1,0,0,0,0,0
JP6163841B2,1,1,0,0,0,0,0
JP3400319B2,1,1,0,0,0,0,0
JP2015051743A,1,1,0,0,0,0,0
JP5300081B2,1,1,0,0,0,0,0
JP2003284205A,1,1,0,0,0,0,0
JP2017216771A,1,1,0,0,0,0,0
JP2018024392A,1,1,0,0,0,0,0
JP5051476B2,1,1,0,0,0,0,0
JP2016088270A,1,1,0,0,0,0,0
JP4168777B2,1,1,0,0,0,0,0
JP5736720B2,1,1,0,0,0,0,0
JP2010076543A,1,1,0,0,0,0,0
JP5578020B2,1,1,0,0,0,0,0
JP2017202758A,1,1,0,0,0,0,0
JP6072463B2,1,1,0,0,0,0,0
JP5508835B2,1,1,0,0,0,0,0
JP2013113209A,1,1,0,0,0,0,0
JP2009179208A,1,1,0,0,0,0,0
JP5605315B2,1,1,0,0,0,0,0
JP2009261187A,1,1,0,0,0,0,0
JP2003247442A,1,1,0,0,0,0,0
JP2016115607A,1,1,0,0,0,0,0
JP2010208361A,1,1,0,0,0,0,0
JP3846118B2,1,1,0,0,0,0,0
JP2016175477A,1,1,0,0,0,0,0
JP2017081355A,1,1,0,0,0,0,0
JP5678575B2,1,1,0,0,0,0,0
JP2008281166A,1,1,0,0,0,0,0
JP3864403B2,1,1,0,0,0,0,0
JP5730160B2,1,1,0,0,0,0,0
JP2014094583A,1,1,0,0,0,0,0
JP3783430B2,1,1,0,0,0,0,0
JP6390100B2,1,1,0,0,0,0,0
JP2012095443A,1,1,0,0,0,0,0
JP5163093B2,1,1,0,0,0,0,0
JP3455203B2,1,1,0,0,0,0,0
JP2004346831A,1,1,0,0,0,0,0
JP5012190B2,1,1,0,0,0,0,0
JP2006132448A,1,1,0,0,0,0,0
JP6020318B2,1,1,0,0,0,0,0
JP4130906B2,1,1,0,0,0,0,0
JP4947832B2,1,1,0,0,0,0,0
JP3633473B2,1,1,0,0,0,0,0
JP3296931B2,1,1,0,0,0,0,0
JP3612697B2,1,1,0,0,0,0,0
JP2005287234A,1,1,0,0,0,0,0
JP6197373B2,1,1,0,0,0,0,0
JP2018114899A,1,1,0,0,0,0,0
JP2010242894A,1,1,0,0,0,0,0
JP2014237426A,1,1,0,0,0,0,0
CN103660913B,1,1,0,0,0,0,0
JP5774530B2,1,1,0,0,0,0,0
JP4986677B2,1,1,0,0,0,0,0
JP3853878B2,1,1,0,0,0,0,0
JP3062567B2,1,1,0,0,0,0,0
JP6150049B2,1,1,0,0,0,0,0
JP3230446B2,1,1,0,0,0,0,0
JP5683305B2,1,1,0,0,0,0,0
JP2017178016A,1,1,0,0,0,0,0
JP2012100445A,1,1,0,0,0,0,0
JP6295627B2,1,1,0,0,0,0,0
JP2013180696A,1,1,0,0,0,0,0
JP5447073B2,1,1,0,0,0,0,0
JP2007112279A,1,1,0,0,0,0,0
JP2009248822A,1,1,0,0,0,0,0
JP3955018B2,1,1,0,0,0,0,0
JP6368198B2,1,1,0,0,0,0,0
JP6346397B2,1,1,0,0,0,0,0
JP2016137867A,1,1,0,0,0,0,0
JP2010208376A,1,1,0,0,0,0,0
JP5783421B2,1,1,0,0,0,0,0
JP3863143B2,1,1,0,0,0,0,0
CN205059227U,1,1,0,0,0,0,0
JP2014084773A,1,1,0,0,0,0,0
JP6045360B2,1,1,0,0,0,0,0
JP3739728B2,1,1,0,0,0,0,0
JP2010155481A,1,1,0,0,0,0,0
JP2018007443A,1,1,0,0,0,0,0
JP6354427B2,1,1,0,0,0,0,0
JP2003274510A,1,1,0,0,0,0,0
JP2015082927A,1,1,0,0,0,0,0
JP5338229B2,1,1,0,0,0,0,0
JP2009051288A,1,1,0,0,0,0,0
JP2010030362A,1,1,0,0,0,0,0
JP2014223845A,1,1,0,0,0,0,0
JP3726051B2,1,1,0,0,0,0,0
JP2014043154A,1,1,0,0,0,0,0
JP2010200551A,1,1,0,0,0,0,0
JP3929382B2,1,1,0,0,0,0,0
CN101376335B,1,1,0,0,0,0,0
CN101704337B,1,1,0,0,0,0,0
JP6255886B2,1,1,0,0,0,0,0
JP2011195118A,1,1,0,0,0,0,0
JP3859076B2,1,1,0,0,0,0,0
JP2009215952A,1,1,0,0,0,0,0
JP6060757B2,1,1,0,0,0,0,0
JP4701552B2,1,1,0,0,0,0,0
JP5171177B2,1,1,0,0,0,0,0
JP5109904B2,1,1,0,0,0,0,0
JP5696430B2,1,1,0,0,0,0,0
CN205044512U,1,1,0,0,0,0,0
JP2012136191A,1,1,0,0,0,0,0
JP2009207243A,1,1,0,0,0,0,0
JP2004245395A,1,1,0,0,0,0,0
JP6507726B2,1,1,0,0,0,0,0
JP6303892B2,1,1,0,0,0,0,0
JP2016063597A,1,1,0,0,0,0,0
JP2012121568A,1,1,0,0,0,0,0
